Name,Sport,Date,Start time,Duration,Total distance (km),Average heart rate (bpm),Average speed (km/h),Max speed (km/h),Average pace (min/km),Max pace (min/km),Calories,Fat percentage of calories(%),Average cadence (rpm),Average stride length (cm),Running index,Training load,Ascent (m),Descent (m),Average power (W),Max power (W),Notes,Height (cm),Weight (kg),HR max,HR sit,VO2max
Ellis Martin,ROWING,22-11-2023,5:37:51,2:01:28,9.93,154,4.9,17.2,12:14,3:29,1141,,,,,,,,,,,173,69,,,54
Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),,,,,,,,,,,,,,,,
1,0:00:00,138,,,,,,0,,,,,,,,,,,,,,,,,,
,0:00:01,140,,,,,,0,,,,,,,,,,,,,,,,,,
,0:00:02,141,,,,,,0,,,,,,,,,,,,,,,,,,
,0:00:03,141,,,,,,0,,,,,,,,,,,,,,,,,,
,0:00:04,141,,,,,,0,,,,,,,,,,,,,,,,,,
,0:00:05,140,,,,,,0,,,,,,,,,,,,,,,,,,
,0:00:06,139,,,,,,0,,,,,,,,,,,,,,,,,,
,0:00:07,137,,,,,,0,,,,,,,,,,,,,,,,,,
,0:00:08,136,,,,,,0,,,,,,,,,,,,,,,,,,
,0:00:09,135,,,,,,0,,,,,,,,,,,,,,,,,,
,0:00:10,136,,,,,,0,,,,,,,,,,,,,,,,,,
,0:00:11,136,,,,,,0,,,,,,,,,,,,,,,,,,
,0:00:12,136,,,,,,0,,,,,,,,,,,,,,,,,,
,0:00:13,136,,,,,,0,,,,,,,,,,,,,,,,,,
,0:00:14,137,,,,,,0,,,,,,,,,,,,,,,,,,
,0:00:15,137,,,,,,0,,,,,,,,,,,,,,,,,,
,0:00:16,136,,,,,,0,,,,,,,,,,,,,,,,,,
,0:00:17,134,,,,,,0,,,,,,,,,,,,,,,,,,
,0:00:18,133,3.1,19:06,,,,0,,,,,,,,,,,,,,,,,,
,0:00:19,132,3.1,19:07,,,,2.03,,,,,,,,,,,,,,,,,,
,0:00:20,130,3.1,19:08,,,,4.38,,,,,,,,,,,,,,,,,,
,0:00:21,129,2.4,25:09:00,,,,5.52,,,,,,,,,,,,,,,,,,
,0:00:22,127,1.9,31:51:00,,,,5.52,,,,,,,,,,,,,,,,,,
,0:00:23,125,1.4,41:43:00,,,,6.62,,,,,,,,,,,,,,,,,,
,0:00:24,124,1.1,57:00:00,,,,11.4,,,,,,,,,,,,,,,,,,
,0:00:25,124,0.9,67:53:00,,,,14.78,,,,,,,,,,,,,,,,,,
,0:00:26,125,0.7,90:38:00,,,,15.08,,,,,,,,,,,,,,,,,,
,0:00:27,125,0.4,135:56:00,,,,15.08,,,,,,,,,,,,,,,,,,
,0:00:28,126,0.3,203:57:00,,,,15.08,,,,,,,,,,,,,,,,,,
,0:00:29,126,0.2,305:49:00,,,,15.08,,,,,,,,,,,,,,,,,,
,0:00:30,125,0.2,292:24:00,,,,17.06,,,,,,,,,,,,,,,,,,
,0:00:31,124,0.2,379:16:00,,,,17.92,,,,,,,,,,,,,,,,,,
,0:00:32,125,0.1,0:00,,,,17.92,,,,,,,,,,,,,,,,,,
,0:00:33,126,0,0:00,,,,17.92,,,,,,,,,,,,,,,,,,
,0:00:34,127,0,0:00,,,,17.92,,,,,,,,,,,,,,,,,,
,0:00:35,128,0,0:00,,,,17.92,,,,,,,,,,,,,,,,,,
,0:00:36,129,0,0:00,,,,17.92,,,,,,,,,,,,,,,,,,
,0:00:37,129,0,0:00,,,,17.92,,,,,,,,,,,,,,,,,,
,0:00:38,128,0.1,0:00,,,,18.73,,,,,,,,,,,,,,,,,,
,0:00:39,129,0.1,453:51:00,,,,18.9,,,,,,,,,,,,,,,,,,
,0:00:40,129,0.1,500:25:00,,,,19.12,,,,,,,,,,,,,,,,,,
,0:00:41,130,0.1,0:00,,,,19.12,,,,,,,,,,,,,,,,,,
,0:00:42,132,0.1,0:00,,,,19.12,,,,,,,,,,,,,,,,,,
,0:00:43,134,0,0:00,,,,19.12,,,,,,,,,,,,,,,,,,
,0:00:44,134,0,0:00,,,,19.12,,,,,,,,,,,,,,,,,,
,0:00:45,132,0,0:00,,,,20.7,,,,,,,,,,,,,,,,,,
,0:00:46,128,0,0:00,,,,20.7,,,,,,,,,,,,,,,,,,
,0:00:47,125,0.1,566:02:00,,,,20.9,,,,,,,,,,,,,,,,,,
,0:00:48,124,0.1,0:00,,,,21.11,,,,,,,,,,,,,,,,,,
,0:00:49,124,0.1,424:56:00,,,,21.34,,,,,,,,,,,,,,,,,,
,0:00:50,124,0.2,287:54:00,,,,21.97,,,,,,,,,,,,,,,,,,
,0:00:51,126,0.1,431:58:00,,,,22.26,,,,,,,,,,,,,,,,,,
,0:00:52,128,0.2,243:01:00,,,,22.9,,,,,,,,,,,,,,,,,,
,0:00:53,129,0.6,94:11:00,,,,23.53,,,,,,,,,,,,,,,,,,
,0:00:54,130,0.8,78:17:00,,,,23.96,,,,,,,,,,,,,,,,,,
,0:00:55,131,0.7,91:06:00,,,,24.01,,,,,,,,,,,,,,,,,,
,0:00:56,131,0.4,136:39:00,,,,24.06,,,,,,,,,,,,,,,,,,
,0:00:57,130,0.3,181:36:00,,,,24.74,,,,,,,,,,,,,,,,,,
,0:00:58,128,0.3,239:14:00,,,,25.33,,,,,,,,,,,,,,,,,,
,0:00:59,127,0.2,358:51:00,,,,25.44,,,,,,,,,,,,,,,,,,
,0:01:00,126,0.1,538:07:00,,,,25.44,,,,,,,,,,,,,,,,,,
,0:01:01,126,0.1,0:00,,,,25.44,,,,,,,,,,,,,,,,,,
,0:01:02,127,0,0:00,,,,25.44,,,,,,,,,,,,,,,,,,
,0:01:03,129,0,0:00,,,,25.44,,,,,,,,,,,,,,,,,,
,0:01:04,132,0,0:00,,,,25.44,,,,,,,,,,,,,,,,,,
,0:01:05,132,0,0:00,,,,25.44,,,,,,,,,,,,,,,,,,
,0:01:06,131,0,0:00,,,,25.44,,,,,,,,,,,,,,,,,,
,0:01:07,129,0,0:00,,,,25.44,,,,,,,,,,,,,,,,,,
,0:01:08,127,0,0:00,,,,25.44,,,,,,,,,,,,,,,,,,
,0:01:09,126,0,0:00,,,,25.44,,,,,,,,,,,,,,,,,,
,0:01:10,126,0,0:00,,,,25.44,,,,,,,,,,,,,,,,,,
,0:01:11,126,0.2,358:00:00,,,,27.47,,,,,,,,,,,,,,,,,,
,0:01:12,129,0.1,537:09:00,,,,27.59,,,,,,,,,,,,,,,,,,
,0:01:13,130,0.1,576:22:00,,,,27.89,,,,,,,,,,,,,,,,,,
,0:01:14,130,0.1,534:46:00,,,,28.01,,,,,,,,,,,,,,,,,,
,0:01:15,130,0.1,417:32:00,,,,28.1,,,,,,,,,,,,,,,,,,
,0:01:16,130,0.3,180:56:00,,,,28.49,,,,,,,,,,,,,,,,,,
,0:01:17,130,0.2,271:22:00,,,,28.56,,,,,,,,,,,,,,,,,,
,0:01:18,130,0.1,407:03:00,,,,28.56,,,,,,,,,,,,,,,,,,
,0:01:19,126,0.1,0:00,,,,28.56,,,,,,,,,,,,,,,,,,
,0:01:20,124,0.1,0:00,,,,28.56,,,,,,,,,,,,,,,,,,
,0:01:21,123,0,0:00,,,,28.56,,,,,,,,,,,,,,,,,,
,0:01:22,122,0,0:00,,,,28.56,,,,,,,,,,,,,,,,,,
,0:01:23,115,0,0:00,,,,28.9,,,,,,,,,,,,,,,,,,
,0:01:24,113,0.1,0:00,,,,29.09,,,,,,,,,,,,,,,,,,
,0:01:25,113,0.2,270:02:00,,,,29.49,,,,,,,,,,,,,,,,,,
,0:01:26,113,0.1,405:08:00,,,,29.89,,,,,,,,,,,,,,,,,,
,0:01:27,113,0.1,424:38:00,,,,30.29,,,,,,,,,,,,,,,,,,
,0:01:28,113,0.7,83:36:00,,,,31.03,,,,,,,,,,,,,,,,,,
,0:01:29,111,0.8,71:01:00,,,,31.82,,,,,,,,,,,,,,,,,,
,0:01:30,113,0.9,64:02:00,,,,31.97,,,,,,,,,,,,,,,,,,
,0:01:31,116,0.8,71:19:00,,,,32.2,,,,,,,,,,,,,,,,,,
,0:01:32,119,1.2,48:28:00,,,,32.9,,,,,,,,,,,,,,,,,,
,0:01:33,119,1.2,48:59:00,,,,33.23,,,,,,,,,,,,,,,,,,
,0:01:34,121,1.3,46:47:00,,,,33.67,,,,,,,,,,,,,,,,,,
,0:01:35,121,0.9,70:10:00,,,,34.34,,,,,,,,,,,,,,,,,,
,0:01:36,121,0.6,105:16:00,,,,34.34,,,,,,,,,,,,,,,,,,
,0:01:37,120,0.4,157:54:00,,,,34.34,,,,,,,,,,,,,,,,,,
,0:01:38,120,0.3,236:47:00,,,,34.34,,,,,,,,,,,,,,,,,,
,0:01:39,119,0.2,355:14:00,,,,34.34,,,,,,,,,,,,,,,,,,
,0:01:40,118,0.1,532:52:00,,,,34.34,,,,,,,,,,,,,,,,,,
,0:01:41,118,0.1,0:00,,,,34.34,,,,,,,,,,,,,,,,,,
,0:01:42,117,0.1,0:00,,,,34.34,,,,,,,,,,,,,,,,,,
,0:01:43,117,0,0:00,,,,34.34,,,,,,,,,,,,,,,,,,
,0:01:44,117,0,0:00,,,,34.34,,,,,,,,,,,,,,,,,,
,0:01:45,116,0.1,424:56:00,,,,37.56,,,,,,,,,,,,,,,,,,
,0:01:46,115,0.3,217:47:00,,,,37.87,,,,,,,,,,,,,,,,,,
,0:01:47,112,0.3,230:14:00,,,,38.42,,,,,,,,,,,,,,,,,,
,0:01:48,111,0.2,345:25:00,,,,38.95,,,,,,,,,,,,,,,,,,
,0:01:49,111,0.1,518:08:00,,,,38.95,,,,,,,,,,,,,,,,,,
,0:01:50,112,0.1,0:00,,,,38.95,,,,,,,,,,,,,,,,,,
,0:01:51,111,0.1,0:00,,,,38.95,,,,,,,,,,,,,,,,,,
,0:01:52,111,0,0:00,,,,38.95,,,,,,,,,,,,,,,,,,
,0:01:53,110,0.2,262:21:00,,,,39.14,,,,,,,,,,,,,,,,,,
,0:01:54,109,0.2,393:27:00,,,,39.94,,,,,,,,,,,,,,,,,,
,0:01:55,110,0.1,589:58:00,,,,40.46,,,,,,,,,,,,,,,,,,
,0:01:56,112,0.1,0:00,,,,40.46,,,,,,,,,,,,,,,,,,
,0:01:57,113,0,0:00,,,,40.46,,,,,,,,,,,,,,,,,,
,0:01:58,114,0,0:00,,,,40.46,,,,,,,,,,,,,,,,,,
,0:01:59,114,0,0:00,,,,40.46,,,,,,,,,,,,,,,,,,
,0:02:00,111,0,0:00,,,,40.46,,,,,,,,,,,,,,,,,,
,0:02:01,109,0,0:00,,,,40.46,,,,,,,,,,,,,,,,,,
,0:02:02,103,0,0:00,,,,42.59,,,,,,,,,,,,,,,,,,
,0:02:03,101,0,0:00,,,,42.65,,,,,,,,,,,,,,,,,,
,0:02:04,100,0.2,371:03:00,,,,43.63,,,,,,,,,,,,,,,,,,
,0:02:05,100,0.6,98:53:00,,,,44.4,,,,,,,,,,,,,,,,,,
,0:02:06,101,0.4,148:20:00,,,,44.57,,,,,,,,,,,,,,,,,,
,0:02:07,102,0.7,86:01:00,,,,45.09,,,,,,,,,,,,,,,,,,
,0:02:08,104,1,60:07:00,,,,45.46,,,,,,,,,,,,,,,,,,
,0:02:09,104,0.7,90:10:00,,,,45.96,,,,,,,,,,,,,,,,,,
,0:02:10,105,0.5,113:23:00,,,,46.78,,,,,,,,,,,,,,,,,,
,0:02:11,105,0.4,170:04:00,,,,46.86,,,,,,,,,,,,,,,,,,
,0:02:12,106,0.5,115:23:00,,,,47.51,,,,,,,,,,,,,,,,,,
,0:02:13,107,0.6,105:27:00,,,,47.56,,,,,,,,,,,,,,,,,,
,0:02:14,110,0.4,136:05:00,,,,47.93,,,,,,,,,,,,,,,,,,
,0:02:15,114,1.1,53:02:00,,,,49.21,,,,,,,,,,,,,,,,,,
,0:02:16,115,1.1,54:16:00,,,,49.4,,,,,,,,,,,,,,,,,,
,0:02:17,116,1,62:07:00,,,,50.47,,,,,,,,,,,,,,,,,,
,0:02:18,113,1.8,33:54:00,,,,52.65,,,,,,,,,,,,,,,,,,
,0:02:19,110,2.7,22:09,,,,53.83,,,,,,,,,,,,,,,,,,
,0:02:20,108,3.1,19:06,,,,55.23,,,,,,,,,,,,,,,,,,
,0:02:21,108,3.3,18:23,,,,56.18,,,,,,,,,,,,,,,,,,
,0:02:22,107,2.7,22:11,,,,56.46,,,,,,,,,,,,,,,,,,
,0:02:23,107,2.2,27:42:00,,,,56.79,,,,,,,,,,,,,,,,,,
,0:02:24,108,2,29:44:00,,,,57.07,,,,,,,,,,,,,,,,,,
,0:02:25,110,1.8,34:14:00,,,,57.46,,,,,,,,,,,,,,,,,,
,0:02:26,111,1.4,43:34:00,,,,57.94,,,,,,,,,,,,,,,,,,
,0:02:27,113,1.8,33:26:00,,,,58.79,,,,,,,,,,,,,,,,,,
,0:02:28,114,1.3,45:22:00,,,,59.38,,,,,,,,,,,,,,,,,,
,0:02:29,115,1.1,56:28:00,,,,61.12,,,,,,,,,,,,,,,,,,
,0:02:30,115,2,29:48:00,,,,63.3,,,,,,,,,,,,,,,,,,
,0:02:31,114,2.6,23:03,,,,64.58,,,,,,,,,,,,,,,,,,
,0:02:32,112,2.9,20:45,,,,65.39,,,,,,,,,,,,,,,,,,
,0:02:33,112,2.7,22:20,,,,65.92,,,,,,,,,,,,,,,,,,
,0:02:34,110,2.1,28:53:00,,,,68.43,,,,,,,,,,,,,,,,,,
,0:02:35,110,1.9,31:34:00,,,,69.38,,,,,,,,,,,,,,,,,,
,0:02:36,112,1.4,41:24:00,,,,71.08,,,,,,,,,,,,,,,,,,
,0:02:37,113,1.4,43:10:00,,,,71.72,,,,,,,,,,,,,,,,,,
,0:02:38,114,1.6,37:52:00,,,,72.53,,,,,,,,,,,,,,,,,,
,0:02:39,115,2.3,25:55:00,,,,74.44,,,,,,,,,,,,,,,,,,
,0:02:40,116,2.8,21:41,,,,77.13,,,,,,,,,,,,,,,,,,
,0:02:41,115,2.6,23:01,,,,78.2,,,,,,,,,,,,,,,,,,
,0:02:42,116,2.7,22:01,,,,79.67,,,,,,,,,,,,,,,,,,
,0:02:43,115,2.8,21:34,,,,80.57,,,,,,,,,,,,,,,,,,
,0:02:44,112,2.8,21:17,,,,81.97,,,,,,,,,,,,,,,,,,
,0:02:45,111,2.6,23:03,,,,82.43,,,,,,,,,,,,,,,,,,
,0:02:46,112,3.5,16:56,,,,85.28,,,,,,,,,,,,,,,,,,
,0:02:47,114,3.9,15:28,,,,86.08,,,,,,,,,,,,,,,,,,
,0:02:48,116,3.3,18:09,,,,88.43,,,,,,,,,,,,,,,,,,
,0:02:49,118,2.8,21:33,,,,88.94,,,,,,,,,,,,,,,,,,
,0:02:50,119,2.4,25:28:00,,,,89.51,,,,,,,,,,,,,,,,,,
,0:02:51,121,2.2,27:15:00,,,,89.93,,,,,,,,,,,,,,,,,,
,0:02:52,121,1.7,34:30:00,,,,90.16,,,,,,,,,,,,,,,,,,
,0:02:53,122,1.6,38:25:00,,,,91.31,,,,,,,,,,,,,,,,,,
,0:02:54,122,2.1,28:33:00,,,,92.17,,,,,,,,,,,,,,,,,,
,0:02:55,123,3.8,15:42,,,,95.96,,,,,,,,,,,,,,,,,,
,0:02:56,124,5,11:59,,,,98.49,,,,,,,,,,,,,,,,,,
,0:02:57,125,5.8,10:22,,,,100.54,,,,,,,,,,,,,,,,,,
,0:02:58,124,6.1,9:48,,,,102.21,,,,,,,,,,,,,,,,,,
,0:02:59,124,6.2,9:45,,,,103.97,,,,,,,,,,,,,,,,,,
,0:03:00,122,5.8,10:25,,,,105.13,,,,,,,,,,,,,,,,,,
,0:03:01,121,5.7,10:33,,,,107.25,,,,,,,,,,,,,,,,,,
,0:03:02,119,5.1,11:44,,,,107.98,,,,,,,,,,,,,,,,,,
,0:03:03,119,4.7,12:39,,,,109.13,,,,,,,,,,,,,,,,,,
,0:03:04,119,4.7,12:50,,,,110.63,,,,,,,,,,,,,,,,,,
,0:03:05,120,4.6,13:04,,,,112.17,,,,,,,,,,,,,,,,,,
,0:03:06,121,4.2,14:27,,,,112.83,,,,,,,,,,,,,,,,,,
,0:03:07,122,2.9,20:53,,,,113.92,,,,,,,,,,,,,,,,,,
,0:03:08,122,2.1,27:56:00,,,,114.47,,,,,,,,,,,,,,,,,,
,0:03:09,120,1.6,37:24:00,,,,115.63,,,,,,,,,,,,,,,,,,
,0:03:10,119,1.7,34:28:00,,,,116.3,,,,,,,,,,,,,,,,,,
,0:03:11,118,1.4,43:41:00,,,,117.47,,,,,,,,,,,,,,,,,,
,0:03:12,118,1.9,31:15:00,,,,120.03,,,,,,,,,,,,,,,,,,
,0:03:13,119,2.6,22:43,,,,121.66,,,,,,,,,,,,,,,,,,
,0:03:14,120,3.5,17:10,,,,123.56,,,,,,,,,,,,,,,,,,
,0:03:15,122,4.2,14:10,,,,125.31,,,,,,,,,,,,,,,,,,
,0:03:16,124,4.7,12:50,,,,126.85,,,,,,,,,,,,,,,,,,
,0:03:17,126,4.8,12:32,,,,128.2,,,,,,,,,,,,,,,,,,
,0:03:18,127,5.1,11:51,,,,130.16,,,,,,,,,,,,,,,,,,
,0:03:19,128,5.3,11:24,,,,131.81,,,,,,,,,,,,,,,,,,
,0:03:20,128,5.3,11:22,,,,133.53,,,,,,,,,,,,,,,,,,
,0:03:21,129,5.3,11:22,,,,135.09,,,,,,,,,,,,,,,,,,
,0:03:22,129,5.4,11:11,,,,137.11,,,,,,,,,,,,,,,,,,
,0:03:23,130,5.6,10:46,,,,139.08,,,,,,,,,,,,,,,,,,
,0:03:24,131,5.1,11:49,,,,139.56,,,,,,,,,,,,,,,,,,
,0:03:25,131,4.9,12:17,,,,141.13,,,,,,,,,,,,,,,,,,
,0:03:26,131,4.6,12:57,,,,143.14,,,,,,,,,,,,,,,,,,
,0:03:27,133,4,14:50,,,,143.94,,,,,,,,,,,,,,,,,,
,0:03:28,134,3.6,16:27,,,,145.13,,,,,,,,,,,,,,,,,,
,0:03:29,134,3.3,18:23,,,,146.18,,,,,,,,,,,,,,,,,,
,0:03:30,134,2.8,21:41,,,,146.43,,,,,,,,,,,,,,,,,,
,0:03:31,133,2.1,28:09:00,,,,146.59,,,,,,,,,,,,,,,,,,
,0:03:32,133,1.6,36:50:00,,,,147.34,,,,,,,,,,,,,,,,,,
,0:03:33,133,1.7,35:27:00,,,,148.64,,,,,,,,,,,,,,,,,,
,0:03:34,133,1.7,35:48:00,,,,149.72,,,,,,,,,,,,,,,,,,
,0:03:35,133,1.4,42:24:00,,,,150.59,,,,,,,,,,,,,,,,,,
,0:03:36,132,1.1,54:25:00,,,,151.07,,,,,,,,,,,,,,,,,,
,0:03:37,132,0.9,67:27:00,,,,152.68,,,,,,,,,,,,,,,,,,
,0:03:38,132,0.8,71:26:00,,,,154.35,,,,,,,,,,,,,,,,,,
,0:03:39,133,0.8,78:35:00,,,,156.34,,,,,,,,,,,,,,,,,,
,0:03:40,133,2,29:39:00,,,,159.37,,,,,,,,,,,,,,,,,,
,0:03:41,134,3.2,18:54,,,,162.53,,,,,,,,,,,,,,,,,,
,0:03:42,134,3.1,19:34,,,,163.3,,,,,,,,,,,,,,,,,,
,0:03:43,134,2.2,27:35:00,,,,163.85,,,,,,,,,,,,,,,,,,
,0:03:44,134,1.6,38:38:00,,,,164.39,,,,,,,,,,,,,,,,,,
,0:03:45,133,1.1,54:21:00,,,,164.98,,,,,,,,,,,,,,,,,,
,0:03:46,133,1.5,40:12:00,,,,167.45,,,,,,,,,,,,,,,,,,
,0:03:47,134,2.2,27:07:00,,,,168.9,,,,,,,,,,,,,,,,,,
,0:03:48,135,3.2,19:00,,,,171.25,,,,,,,,,,,,,,,,,,
,0:03:49,137,4.4,13:34,,,,173.89,,,,,,,,,,,,,,,,,,
,0:03:50,137,5,12:00,,,,175.51,,,,,,,,,,,,,,,,,,
,0:03:51,137,4.8,12:29,,,,176.43,,,,,,,,,,,,,,,,,,
,0:03:52,136,4.3,14:00,,,,177.56,,,,,,,,,,,,,,,,,,
,0:03:53,135,5.5,10:57,,,,178.1,,,,,,,,,,,,,,,,,,
,0:03:54,133,5.1,11:51,,,,178.8,,,,,,,,,,,,,,,,,,
,0:03:55,130,3.5,17:22,,,,178.98,,,,,,,,,,,,,,,,,,
,0:03:56,126,2.3,26:03:00,,,,179.16,,,,,,,,,,,,,,,,,,
,0:03:57,123,1.8,33:26:00,,,,179.28,,,,,,,,,,,,,,,,,,
,0:03:58,123,1.6,37:13:00,,,,179.7,,,,,,,,,,,,,,,,,,
,0:03:59,123,1.5,40:47:00,,,,180.3,,,,,,,,,,,,,,,,,,
,0:04:00,124,1.2,52:02:00,,,,180.48,,,,,,,,,,,,,,,,,,
,0:04:01,125,0.9,70:13:00,,,,181.23,,,,,,,,,,,,,,,,,,
,0:04:02,125,1,61:49:00,,,,182.18,,,,,,,,,,,,,,,,,,
,0:04:03,126,0.9,66:20:00,,,,183.32,,,,,,,,,,,,,,,,,,
,0:04:04,125,1.1,56:19:00,,,,184.78,,,,,,,,,,,,,,,,,,
,0:04:05,125,1.1,54:37:00,,,,186.62,,,,,,,,,,,,,,,,,,
,0:04:06,124,1.1,56:38:00,,,,188.15,,,,,,,,,,,,,,,,,,
,0:04:07,124,0.9,67:22:00,,,,189.55,,,,,,,,,,,,,,,,,,
,0:04:08,124,0.8,72:10:00,,,,191.26,,,,,,,,,,,,,,,,,,
,0:04:09,124,1.3,47:29:00,,,,193.95,,,,,,,,,,,,,,,,,,
,0:04:10,124,1,61:38:00,,,,194.38,,,,,,,,,,,,,,,,,,
,0:04:11,124,0.6,92:27:00,,,,194.69,,,,,,,,,,,,,,,,,,
,0:04:12,123,0.5,128:54:00,,,,195.26,,,,,,,,,,,,,,,,,,
,0:04:13,124,0.3,193:22:00,,,,195.27,,,,,,,,,,,,,,,,,,
,0:04:14,124,0.2,290:00:00,,,,195.27,,,,,,,,,,,,,,,,,,
,0:04:15,125,0.1,435:06:00,,,,195.27,,,,,,,,,,,,,,,,,,
,0:04:16,125,0.1,0:00,,,,195.27,,,,,,,,,,,,,,,,,,
,0:04:17,126,0.1,0:00,,,,195.27,,,,,,,,,,,,,,,,,,
,0:04:18,127,0.2,371:03:00,,,,196.25,,,,,,,,,,,,,,,,,,
,0:04:19,127,0.4,150:38:00,,,,197.25,,,,,,,,,,,,,,,,,,
,0:04:20,127,0.6,96:17:00,,,,198.99,,,,,,,,,,,,,,,,,,
,0:04:21,127,0.7,84:39:00,,,,200.57,,,,,,,,,,,,,,,,,,
,0:04:22,125,0.7,87:13:00,,,,201.13,,,,,,,,,,,,,,,,,,
,0:04:23,123,0.5,130:48:00,,,,201.88,,,,,,,,,,,,,,,,,,
,0:04:24,119,0.3,171:58:00,,,,202.14,,,,,,,,,,,,,,,,,,
,0:04:25,115,1.2,48:57:00,,,,202.91,,,,,,,,,,,,,,,,,,
,0:04:26,114,1.3,46:39:00,,,,203.36,,,,,,,,,,,,,,,,,,
,0:04:27,116,1,60:49:00,,,,204.04,,,,,,,,,,,,,,,,,,
,0:04:28,118,1.1,53:39:00,,,,205.18,,,,,,,,,,,,,,,,,,
,0:04:29,121,0.8,70:41:00,,,,205.92,,,,,,,,,,,,,,,,,,
,0:04:30,122,0.6,97:18:00,,,,206.68,,,,,,,,,,,,,,,,,,
,0:04:31,122,0.5,110:02:00,,,,206.87,,,,,,,,,,,,,,,,,,
,0:04:32,122,0.6,104:50:00,,,,207.63,,,,,,,,,,,,,,,,,,
,0:04:33,123,0.6,102:55:00,,,,208.75,,,,,,,,,,,,,,,,,,
,0:04:34,125,0.7,85:09:00,,,,209.65,,,,,,,,,,,,,,,,,,
,0:04:35,126,1,60:17:00,,,,210.59,,,,,,,,,,,,,,,,,,
,0:04:36,126,1.2,48:17:00,,,,211.58,,,,,,,,,,,,,,,,,,
,0:04:37,126,1.4,43:59:00,,,,214.1,,,,,,,,,,,,,,,,,,
,0:04:38,126,2.3,26:38:00,,,,215.15,,,,,,,,,,,,,,,,,,
,0:04:39,126,1.9,31:29:00,,,,216.91,,,,,,,,,,,,,,,,,,
,0:04:40,125,1.4,42:53:00,,,,218.42,,,,,,,,,,,,,,,,,,
,0:04:41,125,1,59:26:00,,,,220.73,,,,,,,,,,,,,,,,,,
,0:04:42,124,0.8,76:46:00,,,,222.79,,,,,,,,,,,,,,,,,,
,0:04:43,124,1.3,46:26:00,,,,225.86,,,,,,,,,,,,,,,,,,
,0:04:44,125,1.6,36:24:00,,,,227.15,,,,,,,,,,,,,,,,,,
,0:04:45,125,1.9,31:34:00,,,,227.98,,,,,,,,,,,,,,,,,,
,0:04:46,127,2.8,21:15,,,,228.8,,,,,,,,,,,,,,,,,,
,0:04:47,128,3.6,16:40,,,,230.25,,,,,,,,,,,,,,,,,,
,0:04:48,129,3.7,16:17,,,,232.43,,,,,,,,,,,,,,,,,,
,0:04:49,130,4.3,13:57,,,,235.06,,,,,,,,,,,,,,,,,,
,0:04:50,131,5.3,11:18,,,,237.78,,,,,,,,,,,,,,,,,,
,0:04:51,131,4.9,12:08,,,,238.17,,,,,,,,,,,,,,,,,,
,0:04:52,131,3.9,15:13,,,,238.57,,,,,,,,,,,,,,,,,,
,0:04:53,131,4,14:51,,,,241.89,,,,,,,,,,,,,,,,,,
,0:04:54,132,4.4,13:35,,,,244.36,,,,,,,,,,,,,,,,,,
,0:04:55,133,5,12:02,,,,247,,,,,,,,,,,,,,,,,,
,0:04:56,134,5.4,11:05,,,,248.86,,,,,,,,,,,,,,,,,,
,0:04:57,135,5.6,10:38,,,,250.78,,,,,,,,,,,,,,,,,,
,0:04:58,137,5.8,10:25,,,,252.5,,,,,,,,,,,,,,,,,,
,0:04:59,138,5.9,10:09,,,,254.71,,,,,,,,,,,,,,,,,,
,0:05:00,139,5.8,10:17,,,,256.28,,,,,,,,,,,,,,,,,,
,0:05:01,140,5.9,10:11,,,,258.28,,,,,,,,,,,,,,,,,,
,0:05:02,140,6,10:03,,,,260.37,,,,,,,,,,,,,,,,,,
,0:05:03,140,5.7,10:30,,,,261.8,,,,,,,,,,,,,,,,,,
,0:05:04,138,5.5,10:56,,,,263.54,,,,,,,,,,,,,,,,,,
,0:05:05,136,4.8,12:23,,,,266.18,,,,,,,,,,,,,,,,,,
,0:05:06,136,4.7,12:39,,,,268.16,,,,,,,,,,,,,,,,,,
,0:05:07,137,4.9,12:20,,,,270.23,,,,,,,,,,,,,,,,,,
,0:05:08,138,5.2,11:36,,,,272.17,,,,,,,,,,,,,,,,,,
,0:05:09,138,5.3,11:14,,,,273.64,,,,,,,,,,,,,,,,,,
,0:05:10,139,5.6,10:39,,,,275.54,,,,,,,,,,,,,,,,,,
,0:05:11,140,5.8,10:18,,,,277.15,,,,,,,,,,,,,,,,,,
,0:05:12,140,5.8,10:24,,,,278.75,,,,,,,,,,,,,,,,,,
,0:05:13,141,5.5,10:52,,,,279.83,,,,,,,,,,,,,,,,,,
,0:05:14,141,5.1,11:46,,,,280.8,,,,,,,,,,,,,,,,,,
,0:05:15,141,4.9,12:14,,,,282.52,,,,,,,,,,,,,,,,,,
,0:05:16,140,4.5,13:18,,,,283.5,,,,,,,,,,,,,,,,,,
,0:05:17,139,3.5,17:00,,,,283.87,,,,,,,,,,,,,,,,,,
,0:05:18,138,2.4,24:34:00,,,,284.19,,,,,,,,,,,,,,,,,,
,0:05:19,138,2,29:20:00,,,,284.69,,,,,,,,,,,,,,,,,,
,0:05:20,138,3.5,17:02,,,,285.74,,,,,,,,,,,,,,,,,,
,0:05:21,137,4,15:09,,,,286.11,,,,,,,,,,,,,,,,,,
,0:05:22,138,3.7,16:22,,,,287.72,,,,,,,,,,,,,,,,,,
