Name,Sport,Date,Start time,Duration,Total distance (km),Average heart rate (bpm),Average speed (km/h),Max speed (km/h),Average pace (min/km),Max pace (min/km),Calories,Fat percentage of calories(%),Average cadence (rpm),Average stride length (cm),Running index,Training load,Ascent (m),Descent (m),Average power (W),Max power (W),Notes,Height (cm),Weight (kg),HR max,HR sit,VO2max
Ellis Martin,ROWING,22-11-2023,5:37:51,2:01:28,9.93,154,4.9,17.2,12:14,3:29,1141,,,,,,,,,,,173,69,,,54
Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),,,,,,,,,,,,,,,,
,0:18:47,153,0.6,99:48:00,,,,701.98,,,,,,,,,,,,,,,,,,
,0:18:48,153,0.6,95:36:00,,,,702.81,,,,,,,,,,,,,,,,,,
,0:18:49,153,0.6,95:04:00,,,,703.13,,,,,,,,,,,,,,,,,,
,0:18:50,152,0.6,96:16:00,,,,703.53,,,,,,,,,,,,,,,,,,
,0:18:51,150,0.6,94:19:00,,,,704.39,,,,,,,,,,,,,,,,,,
,0:18:52,147,0.6,94:42:00,,,,704.86,,,,,,,,,,,,,,,,,,
,0:18:53,145,0.6,98:04:00,,,,705.1,,,,,,,,,,,,,,,,,,
,0:18:54,144,0.6,102:34:00,,,,705.5,,,,,,,,,,,,,,,,,,
,0:18:55,143,0.5,109:21:00,,,,705.66,,,,,,,,,,,,,,,,,,
,0:18:56,143,0.5,118:42:00,,,,705.94,,,,,,,,,,,,,,,,,,
,0:18:57,143,0.5,130:06:00,,,,706.09,,,,,,,,,,,,,,,,,,
,0:18:58,143,0.4,141:19:00,,,,706.38,,,,,,,,,,,,,,,,,,
,0:18:59,144,0.4,154:46:00,,,,706.65,,,,,,,,,,,,,,,,,,
,0:19:00,143,0.3,172:01:00,,,,706.79,,,,,,,,,,,,,,,,,,
,0:19:01,142,0.3,185:32:00,,,,707.22,,,,,,,,,,,,,,,,,,
,0:19:02,141,0.3,212:19:00,,,,707.42,,,,,,,,,,,,,,,,,,
,0:19:03,139,0.3,236:47:00,,,,707.53,,,,,,,,,,,,,,,,,,
,0:19:04,138,0.2,280:54:00,,,,707.69,,,,,,,,,,,,,,,,,,
,0:19:05,137,0.2,307:23:00,,,,707.77,,,,,,,,,,,,,,,,,,
,0:19:06,136,0.2,340:43:00,,,,707.91,,,,,,,,,,,,,,,,,,
,0:19:07,136,0.2,351:05:00,,,,708.23,,,,,,,,,,,,,,,,,,
,0:19:08,136,0.2,325:12:00,,,,708.8,,,,,,,,,,,,,,,,,,
,0:19:09,136,0.2,297:28:00,,,,709.13,,,,,,,,,,,,,,,,,,
,0:19:10,136,0.2,287:54:00,,,,709.29,,,,,,,,,,,,,,,,,,
,0:19:11,135,0.2,288:44:00,,,,709.57,,,,,,,,,,,,,,,,,,
,0:19:12,134,0.2,310:14:00,,,,709.76,,,,,,,,,,,,,,,,,,
,0:19:13,132,0.2,299:15:00,,,,710.06,,,,,,,,,,,,,,,,,,
,0:19:14,130,0.2,262:14:00,,,,710.76,,,,,,,,,,,,,,,,,,
,0:19:15,128,0.3,235:29:00,,,,711.08,,,,,,,,,,,,,,,,,,
,0:19:16,128,0.3,219:37:00,,,,711.3,,,,,,,,,,,,,,,,,,
,0:19:17,129,0.2,240:29:00,,,,711.6,,,,,,,,,,,,,,,,,,
,0:19:18,130,0.2,246:12:00,,,,711.83,,,,,,,,,,,,,,,,,,
,0:19:19,132,0.2,265:57:00,,,,711.92,,,,,,,,,,,,,,,,,,
,0:19:20,132,0.2,275:14:00,,,,712.27,,,,,,,,,,,,,,,,,,
,0:19:21,132,0.2,272:29:00,,,,712.4,,,,,,,,,,,,,,,,,,
,0:19:22,130,0.2,330:13:00,,,,712.66,,,,,,,,,,,,,,,,,,
,0:19:23,129,0.2,324:19:00,,,,713.32,,,,,,,,,,,,,,,,,,
,0:19:24,128,0.2,318:49:00,,,,713.62,,,,,,,,,,,,,,,,,,
,0:19:25,128,0.2,340:08:00,,,,714.34,,,,,,,,,,,,,,,,,,
,0:19:26,128,0.2,350:28:00,,,,714.52,,,,,,,,,,,,,,,,,,
,0:19:27,130,0.2,390:38:00,,,,714.86,,,,,,,,,,,,,,,,,,
,0:19:28,132,0.2,352:56:00,,,,715.33,,,,,,,,,,,,,,,,,,
,0:19:29,133,0.2,314:18:00,,,,715.59,,,,,,,,,,,,,,,,,,
,0:19:30,133,0.2,305:30:00,,,,715.68,,,,,,,,,,,,,,,,,,
,0:19:31,133,0.2,298:04:00,,,,715.99,,,,,,,,,,,,,,,,,,
,0:19:32,129,0.2,295:25:00,,,,716.09,,,,,,,,,,,,,,,,,,
,0:19:33,126,0.2,268:20:00,,,,716.43,,,,,,,,,,,,,,,,,,
,0:19:34,124,0.1,402:25:00,,,,716.45,,,,,,,,,,,,,,,,,,
,0:19:35,125,0.2,242:02:00,,,,716.91,,,,,,,,,,,,,,,,,,
,0:19:36,125,0.2,290:25:00,,,,718.14,,,,,,,,,,,,,,,,,,
,0:19:37,127,0.2,335:23:00,,,,718.89,,,,,,,,,,,,,,,,,,
,0:19:38,132,0.2,384:22:00,,,,719.06,,,,,,,,,,,,,,,,,,
,0:19:39,134,0.1,576:22:00,,,,719.06,,,,,,,,,,,,,,,,,,
,0:19:40,136,0.1,0:00,,,,719.34,,,,,,,,,,,,,,,,,,
,0:19:41,136,0.1,541:31:00,,,,719.49,,,,,,,,,,,,,,,,,,
,0:19:42,133,0.1,501:40:00,,,,719.78,,,,,,,,,,,,,,,,,,
,0:19:43,131,0.1,564:58:00,,,,720.09,,,,,,,,,,,,,,,,,,
,0:19:44,130,0.1,0:00,,,,720.29,,,,,,,,,,,,,,,,,,
,0:19:45,129,0.2,358:25:00,,,,720.54,,,,,,,,,,,,,,,,,,
,0:19:46,115,0.2,336:53:00,,,,720.77,,,,,,,,,,,,,,,,,,
,0:19:47,111,0.2,322:35:00,,,,720.99,,,,,,,,,,,,,,,,,,
,0:19:48,111,0.2,310:14:00,,,,721.21,,,,,,,,,,,,,,,,,,
,0:19:49,114,0.1,465:29:00,,,,721.25,,,,,,,,,,,,,,,,,,
,0:19:50,116,0.1,431:58:00,,,,721.7,,,,,,,,,,,,,,,,,,
,0:19:51,118,0.2,301:40:00,,,,722.13,,,,,,,,,,,,,,,,,,
,0:19:52,120,0.2,260:45:00,,,,722.32,,,,,,,,,,,,,,,,,,
,0:19:53,121,0.2,257:17:00,,,,723.16,,,,,,,,,,,,,,,,,,
,0:19:54,123,0.3,238:57:00,,,,723.62,,,,,,,,,,,,,,,,,,
,0:19:55,124,0.3,215:26:00,,,,723.97,,,,,,,,,,,,,,,,,,
,0:19:56,127,0.2,323:06:00,,,,724.08,,,,,,,,,,,,,,,,,,
,0:19:57,129,0.1,484:39:00,,,,724.08,,,,,,,,,,,,,,,,,,
,0:19:58,130,0.1,0:00,,,,724.08,,,,,,,,,,,,,,,,,,
,0:19:59,129,0.1,489:00:00,,,,724.63,,,,,,,,,,,,,,,,,,
,0:20:00,129,0.1,495:03:00,,,,724.79,,,,,,,,,,,,,,,,,,
,0:20:01,129,0.1,451:08:00,,,,725.24,,,,,,,,,,,,,,,,,,
,0:20:02,129,0.1,0:00,,,,725.38,,,,,,,,,,,,,,,,,,
,0:20:03,129,0.1,0:00,,,,725.38,,,,,,,,,,,,,,,,,,
,0:20:04,128,0.1,421:56:00,,,,725.64,,,,,,,,,,,,,,,,,,
,0:20:05,128,0.1,405:57:00,,,,725.9,,,,,,,,,,,,,,,,,,
,0:20:06,127,0.1,444:07:00,,,,726.17,,,,,,,,,,,,,,,,,,
,0:20:07,126,0.1,485:26:00,,,,726.22,,,,,,,,,,,,,,,,,,
,0:20:08,126,0.1,492:37:00,,,,726.42,,,,,,,,,,,,,,,,,,
,0:20:09,125,0.1,480:00:00,,,,726.79,,,,,,,,,,,,,,,,,,
,0:20:10,125,0.1,490:12:00,,,,726.85,,,,,,,,,,,,,,,,,,
,0:20:11,125,0.1,476:57:00,,,,727.1,,,,,,,,,,,,,,,,,,
,0:20:12,125,0.1,464:24:00,,,,727.36,,,,,,,,,,,,,,,,,,
,0:20:13,124,0.1,0:00,,,,727.7,,,,,,,,,,,,,,,,,,
,0:20:14,124,0.1,570:53:00,,,,727.86,,,,,,,,,,,,,,,,,,
,0:20:15,123,0.1,531:55:00,,,,727.97,,,,,,,,,,,,,,,,,,
,0:20:16,121,0.1,0:00,,,,728.3,,,,,,,,,,,,,,,,,,
,0:20:17,120,0.1,0:00,,,,728.74,,,,,,,,,,,,,,,,,,
,0:20:18,118,0.1,0:00,,,,728.99,,,,,,,,,,,,,,,,,,
,0:20:19,117,0.1,0:00,,,,729.01,,,,,,,,,,,,,,,,,,
,0:20:20,117,0.1,0:00,,,,729.32,,,,,,,,,,,,,,,,,,
,0:20:21,117,0.1,523:34:00,,,,729.54,,,,,,,,,,,,,,,,,,
,0:20:22,118,0.1,0:00,,,,729.78,,,,,,,,,,,,,,,,,,
,0:20:23,119,0.1,0:00,,,,729.93,,,,,,,,,,,,,,,,,,
,0:20:24,119,0.1,0:00,,,,730.11,,,,,,,,,,,,,,,,,,
,0:20:25,119,0,0:00,,,,730.12,,,,,,,,,,,,,,,,,,
,0:20:26,119,0.1,0:00,,,,730.33,,,,,,,,,,,,,,,,,,
,0:20:27,119,0.1,0:00,,,,730.6,,,,,,,,,,,,,,,,,,
,0:20:28,116,0.1,0:00,,,,730.9,,,,,,,,,,,,,,,,,,
,0:20:29,111,0.1,0:00,,,,731.2,,,,,,,,,,,,,,,,,,
,0:20:30,108,0,0:00,,,,731.2,,,,,,,,,,,,,,,,,,
,0:20:31,105,0,0:00,,,,731.41,,,,,,,,,,,,,,,,,,
,0:20:32,105,0,0:00,,,,731.69,,,,,,,,,,,,,,,,,,
,0:20:33,107,0.1,0:00,,,,732.18,,,,,,,,,,,,,,,,,,
,0:20:34,109,0.1,568:11:00,,,,732.63,,,,,,,,,,,,,,,,,,
,0:20:35,111,0.1,489:48:00,,,,732.93,,,,,,,,,,,,,,,,,,
,0:20:36,113,0.1,418:25:00,,,,733.25,,,,,,,,,,,,,,,,,,
,0:20:37,114,0.1,0:00,,,,733.4,,,,,,,,,,,,,,,,,,
,0:20:38,114,0.1,504:12:00,,,,733.62,,,,,,,,,,,,,,,,,,
,0:20:39,113,0.1,487:48:00,,,,733.94,,,,,,,,,,,,,,,,,,
,0:20:40,112,0.1,0:00,,,,734.17,,,,,,,,,,,,,,,,,,
,0:20:41,112,0.1,410:07:00,,,,734.46,,,,,,,,,,,,,,,,,,
,0:20:42,111,0.1,420:28:00,,,,734.76,,,,,,,,,,,,,,,,,,
,0:20:43,112,0.2,388:21:00,,,,735.03,,,,,,,,,,,,,,,,,,
,0:20:44,115,0.2,336:42:00,,,,735.18,,,,,,,,,,,,,,,,,,
,0:20:45,118,0.2,282:13:00,,,,735.59,,,,,,,,,,,,,,,,,,
,0:20:46,124,0.1,423:26:00,,,,735.8,,,,,,,,,,,,,,,,,,
,0:20:47,127,0.2,294:50:00,,,,736.35,,,,,,,,,,,,,,,,,,
,0:20:48,129,0.3,203:40:00,,,,736.84,,,,,,,,,,,,,,,,,,
,0:20:49,130,0.3,171:49:00,,,,737.28,,,,,,,,,,,,,,,,,,
,0:20:50,133,0.4,160:41:00,,,,737.62,,,,,,,,,,,,,,,,,,
,0:20:51,134,0.4,169:44:00,,,,738.38,,,,,,,,,,,,,,,,,,
,0:20:52,134,0.4,168:21:00,,,,738.7,,,,,,,,,,,,,,,,,,
,0:20:53,135,0.4,153:37:00,,,,738.89,,,,,,,,,,,,,,,,,,
,0:20:54,135,0.4,152:57:00,,,,739.74,,,,,,,,,,,,,,,,,,
,0:20:55,135,0.3,229:21:00,,,,739.94,,,,,,,,,,,,,,,,,,
,0:20:56,130,0.2,251:15:00,,,,740.2,,,,,,,,,,,,,,,,,,
,0:20:57,128,0.2,262:14:00,,,,740.33,,,,,,,,,,,,,,,,,,
,0:20:58,128,0.2,393:27:00,,,,740.36,,,,,,,,,,,,,,,,,,
,0:20:59,128,0.1,589:58:00,,,,740.36,,,,,,,,,,,,,,,,,,
,0:21:00,128,0.1,435:44:00,,,,740.97,,,,,,,,,,,,,,,,,,
,0:21:01,130,0.2,259:38:00,,,,741.83,,,,,,,,,,,,,,,,,,
,0:21:02,132,0.2,389:21:00,,,,741.89,,,,,,,,,,,,,,,,,,
,0:21:03,134,0.2,379:30:00,,,,742.46,,,,,,,,,,,,,,,,,,
,0:21:04,135,0.1,433:50:00,,,,742.84,,,,,,,,,,,,,,,,,,
,0:21:05,136,0.1,0:00,,,,743.33,,,,,,,,,,,,,,,,,,
,0:21:06,135,0.1,0:00,,,,743.75,,,,,,,,,,,,,,,,,,
,0:21:07,134,0.1,0:00,,,,744.32,,,,,,,,,,,,,,,,,,
,0:21:08,133,0.1,0:00,,,,744.98,,,,,,,,,,,,,,,,,,
,0:21:09,132,0.1,0:00,,,,744.99,,,,,,,,,,,,,,,,,,
,0:21:10,128,0,0:00,,,,744.99,,,,,,,,,,,,,,,,,,
,0:21:11,125,0,0:00,,,,744.99,,,,,,,,,,,,,,,,,,
,0:21:12,124,0.1,482:19:00,,,,745.84,,,,,,,,,,,,,,,,,,
,0:21:13,124,0.2,355:27:00,,,,746.21,,,,,,,,,,,,,,,,,,
,0:21:14,125,0.2,281:57:00,,,,746.51,,,,,,,,,,,,,,,,,,
,0:21:15,127,0.2,250:00:00,,,,746.69,,,,,,,,,,,,,,,,,,
,0:21:16,129,0.3,233:55:00,,,,747.03,,,,,,,,,,,,,,,,,,
,0:21:17,130,0.2,266:12:00,,,,747.48,,,,,,,,,,,,,,,,,,
,0:21:18,131,0.2,291:50:00,,,,748.34,,,,,,,,,,,,,,,,,,
,0:21:19,131,0.2,360:22:00,,,,748.53,,,,,,,,,,,,,,,,,,
,0:21:20,132,0.1,540:32:00,,,,748.55,,,,,,,,,,,,,,,,,,
,0:21:21,132,0.1,420:28:00,,,,749,,,,,,,,,,,,,,,,,,
,0:21:22,132,0.1,405:24:00,,,,749.19,,,,,,,,,,,,,,,,,,
,0:21:23,131,0.1,444:27:00,,,,750.24,,,,,,,,,,,,,,,,,,
,0:21:24,133,0.1,0:00,,,,750.27,,,,,,,,,,,,,,,,,,
,0:21:25,135,0.2,342:16:00,,,,750.98,,,,,,,,,,,,,,,,,,
,0:21:26,135,0.2,373:22:00,,,,751.37,,,,,,,,,,,,,,,,,,
,0:21:27,134,0.1,411:48:00,,,,751.46,,,,,,,,,,,,,,,,,,
,0:21:28,132,0.1,0:00,,,,752.02,,,,,,,,,,,,,,,,,,
,0:21:29,131,0.1,0:00,,,,752.02,,,,,,,,,,,,,,,,,,
,0:21:30,131,0.1,478:05:00,,,,752.05,,,,,,,,,,,,,,,,,,
,0:21:31,131,0.2,277:54:00,,,,752.29,,,,,,,,,,,,,,,,,,
,0:21:32,132,0.3,225:59:00,,,,752.78,,,,,,,,,,,,,,,,,,
,0:21:33,134,0.2,338:59:00,,,,753.31,,,,,,,,,,,,,,,,,,
,0:21:34,135,0.2,254:08:00,,,,753.64,,,,,,,,,,,,,,,,,,
,0:21:35,135,0.3,191:34:00,,,,753.78,,,,,,,,,,,,,,,,,,
,0:21:36,136,0.3,176:53:00,,,,754.5,,,,,,,,,,,,,,,,,,
,0:21:37,137,0.2,265:22:00,,,,754.93,,,,,,,,,,,,,,,,,,
,0:21:38,137,0.3,232:50:00,,,,755.28,,,,,,,,,,,,,,,,,,
,0:21:39,136,0.2,349:15:00,,,,755.36,,,,,,,,,,,,,,,,,,
,0:21:40,129,0.1,524:01:00,,,,755.36,,,,,,,,,,,,,,,,,,
,0:21:41,126,0.2,397:21:00,,,,755.45,,,,,,,,,,,,,,,,,,
,0:21:42,126,0.2,335:45:00,,,,755.92,,,,,,,,,,,,,,,,,,
,0:21:43,118,0.1,503:47:00,,,,755.94,,,,,,,,,,,,,,,,,,
,0:21:44,118,0.1,0:00,,,,755.94,,,,,,,,,,,,,,,,,,
,0:21:45,119,0.1,491:24:00,,,,756.42,,,,,,,,,,,,,,,,,,
,0:21:46,120,0.1,0:00,,,,756.72,,,,,,,,,,,,,,,,,,
,0:21:47,122,0.1,0:00,,,,756.72,,,,,,,,,,,,,,,,,,
,0:21:48,124,0,0:00,,,,756.72,,,,,,,,,,,,,,,,,,
,0:21:49,125,0,0:00,,,,756.72,,,,,,,,,,,,,,,,,,
,0:21:50,127,0,0:00,,,,756.72,,,,,,,,,,,,,,,,,,
,0:21:51,127,0,0:00,,,,756.72,,,,,,,,,,,,,,,,,,
,0:21:52,129,0,0:00,,,,756.72,,,,,,,,,,,,,,,,,,
,0:21:53,130,0,0:00,,,,757.39,,,,,,,,,,,,,,,,,,
,0:21:54,131,0.1,0:00,,,,757.62,,,,,,,,,,,,,,,,,,
,0:21:55,131,0.1,534:17:00,,,,757.93,,,,,,,,,,,,,,,,,,
,0:21:56,133,0.2,356:30:00,,,,758.05,,,,,,,,,,,,,,,,,,
,0:21:57,133,0.2,265:15:00,,,,758.29,,,,,,,,,,,,,,,,,,
,0:21:58,131,0.2,397:53:00,,,,758.3,,,,,,,,,,,,,,,,,,
,0:21:59,128,0.1,597:01:00,,,,758.3,,,,,,,,,,,,,,,,,,
,0:22:00,124,0.2,240:52:00,,,,758.94,,,,,,,,,,,,,,,,,,
,0:22:01,122,0.2,361:14:00,,,,759.16,,,,,,,,,,,,,,,,,,
,0:22:02,120,0.1,542:00:00,,,,759.16,,,,,,,,,,,,,,,,,,
,0:22:03,119,0.1,0:00,,,,759.16,,,,,,,,,,,,,,,,,,
,0:22:04,119,0,0:00,,,,759.16,,,,,,,,,,,,,,,,,,
,0:22:05,118,0,0:00,,,,759.16,,,,,,,,,,,,,,,,,,
,0:22:06,119,0,0:00,,,,759.16,,,,,,,,,,,,,,,,,,
,0:22:07,120,0,0:00,,,,759.16,,,,,,,,,,,,,,,,,,
,0:22:08,121,0,0:00,,,,759.16,,,,,,,,,,,,,,,,,,
,0:22:09,122,0,0:00,,,,759.16,,,,,,,,,,,,,,,,,,
,0:22:10,122,0,0:00,,,,760.47,,,,,,,,,,,,,,,,,,
,0:22:11,122,0.1,0:00,,,,760.64,,,,,,,,,,,,,,,,,,
,0:22:12,123,0.1,585:22:00,,,,760.76,,,,,,,,,,,,,,,,,,
,0:22:13,121,0.1,443:47:00,,,,760.83,,,,,,,,,,,,,,,,,,
,0:22:14,119,0.2,329:40:00,,,,760.93,,,,,,,,,,,,,,,,,,
,0:22:15,115,0.2,266:19:00,,,,761.12,,,,,,,,,,,,,,,,,,
,0:22:16,115,0.3,215:31:00,,,,761.28,,,,,,,,,,,,,,,,,,
,0:22:17,116,0.3,190:10:00,,,,761.5,,,,,,,,,,,,,,,,,,
,0:22:18,118,0.4,160:21:00,,,,761.72,,,,,,,,,,,,,,,,,,
,0:22:19,120,0.4,137:52:00,,,,761.98,,,,,,,,,,,,,,,,,,
,0:22:20,120,0.5,124:15:00,,,,762.26,,,,,,,,,,,,,,,,,,
,0:22:21,121,0.5,112:58:00,,,,762.43,,,,,,,,,,,,,,,,,,
,0:22:22,120,0.6,104:38:00,,,,762.71,,,,,,,,,,,,,,,,,,
,0:22:23,119,0.6,94:02:00,,,,763,,,,,,,,,,,,,,,,,,
,0:22:24,117,0.6,96:54:00,,,,763.23,,,,,,,,,,,,,,,,,,
,0:22:25,116,0.6,98:59:00,,,,763.45,,,,,,,,,,,,,,,,,,
,0:22:26,114,0.6,106:28:00,,,,763.59,,,,,,,,,,,,,,,,,,
,0:22:27,114,0.5,115:48:00,,,,763.89,,,,,,,,,,,,,,,,,,
,0:22:28,113,0.5,114:03:00,,,,764.03,,,,,,,,,,,,,,,,,,
,0:22:29,113,0.5,117:24:00,,,,764.24,,,,,,,,,,,,,,,,,,
,0:22:30,110,0.5,111:34:00,,,,764.71,,,,,,,,,,,,,,,,,,
,0:22:31,110,0.4,167:19:00,,,,764.8,,,,,,,,,,,,,,,,,,
,0:22:32,109,0.2,251:03:00,,,,764.8,,,,,,,,,,,,,,,,,,
,0:22:33,108,0.2,376:25:00,,,,764.8,,,,,,,,,,,,,,,,,,
,0:22:34,106,0.1,564:58:00,,,,764.8,,,,,,,,,,,,,,,,,,
,0:22:35,106,0.1,0:00,,,,764.8,,,,,,,,,,,,,,,,,,
,0:22:36,107,0,0:00,,,,764.8,,,,,,,,,,,,,,,,,,
,0:22:37,107,0,0:00,,,,764.8,,,,,,,,,,,,,,,,,,
,0:22:38,108,0,0:00,,,,764.8,,,,,,,,,,,,,,,,,,
,0:22:39,109,0,0:00,,,,764.8,,,,,,,,,,,,,,,,,,
,0:22:40,108,0,0:00,,,,764.8,,,,,,,,,,,,,,,,,,
,0:22:41,108,0,0:00,,,,764.8,,,,,,,,,,,,,,,,,,
,0:22:42,106,0,0:00,,,,765.57,,,,,,,,,,,,,,,,,,
,0:22:43,105,0,0:00,,,,765.62,,,,,,,,,,,,,,,,,,
,0:22:44,102,0,0:00,,,,765.66,,,,,,,,,,,,,,,,,,
,0:22:45,99,0.1,515:54:00,,,,765.86,,,,,,,,,,,,,,,,,,
,0:22:46,100,0.1,0:00,,,,765.93,,,,,,,,,,,,,,,,,,
,0:22:47,102,0.1,0:00,,,,766.05,,,,,,,,,,,,,,,,,,
,0:22:48,105,0.1,0:00,,,,766.19,,,,,,,,,,,,,,,,,,
,0:22:49,107,0.1,541:31:00,,,,766.36,,,,,,,,,,,,,,,,,,
,0:22:50,107,0.1,576:55:00,,,,766.54,,,,,,,,,,,,,,,,,,
,0:22:51,106,0.1,485:03:00,,,,766.6,,,,,,,,,,,,,,,,,,
,0:22:52,107,0.2,374:04:00,,,,766.88,,,,,,,,,,,,,,,,,,
,0:22:53,108,0.2,314:38:00,,,,767.12,,,,,,,,,,,,,,,,,,
,0:22:54,109,0.2,265:36:00,,,,767.33,,,,,,,,,,,,,,,,,,
,0:22:55,110,0.2,265:57:00,,,,767.57,,,,,,,,,,,,,,,,,,
,0:22:56,110,0.2,398:56:00,,,,767.61,,,,,,,,,,,,,,,,,,
,0:22:57,111,0.2,377:22:00,,,,767.9,,,,,,,,,,,,,,,,,,
,0:22:58,110,0.2,330:24:00,,,,768.11,,,,,,,,,,,,,,,,,,
,0:22:59,109,0.1,495:27:00,,,,768.24,,,,,,,,,,,,,,,,,,
,0:23:00,108,0.1,520:23:00,,,,768.72,,,,,,,,,,,,,,,,,,
,0:23:01,107,0.1,451:48:00,,,,769.38,,,,,,,,,,,,,,,,,,
,0:23:02,108,0.2,359:56:00,,,,769.84,,,,,,,,,,,,,,,,,,
,0:23:03,108,0.2,335:57:00,,,,770.05,,,,,,,,,,,,,,,,,,
,0:23:04,108,0.1,503:47:00,,,,770.11,,,,,,,,,,,,,,,,,,
,0:23:05,109,0.2,286:16:00,,,,770.21,,,,,,,,,,,,,,,,,,
,0:23:06,108,0.2,281:41:00,,,,770.4,,,,,,,,,,,,,,,,,,
,0:23:07,108,0.2,269:18:00,,,,770.52,,,,,,,,,,,,,,,,,,
,0:23:08,106,0.1,404:02:00,,,,771.03,,,,,,,,,,,,,,,,,,
,0:23:09,104,0.2,385:36:00,,,,771.21,,,,,,,,,,,,,,,,,,
,0:23:10,103,0.1,578:36:00,,,,771.8,,,,,,,,,,,,,,,,,,
,0:23:11,103,0.1,0:00,,,,771.8,,,,,,,,,,,,,,,,,,
,0:23:12,103,0,0:00,,,,771.8,,,,,,,,,,,,,,,,,,
,0:23:13,104,0,0:00,,,,771.8,,,,,,,,,,,,,,,,,,
,0:23:14,106,0,0:00,,,,771.8,,,,,,,,,,,,,,,,,,
,0:23:15,109,0,0:00,,,,771.8,,,,,,,,,,,,,,,,,,
,0:23:16,109,0,0:00,,,,772.4,,,,,,,,,,,,,,,,,,
,0:23:17,110,0,0:00,,,,772.49,,,,,,,,,,,,,,,,,,
,0:23:18,109,0.1,0:00,,,,772.65,,,,,,,,,,,,,,,,,,
,0:23:19,99,0.1,0:00,,,,772.88,,,,,,,,,,,,,,,,,,
,0:23:20,97,0.1,0:00,,,,773.11,,,,,,,,,,,,,,,,,,
,0:23:21,95,0.1,0:00,,,,773.12,,,,,,,,,,,,,,,,,,
,0:23:22,94,0.1,0:00,,,,773.44,,,,,,,,,,,,,,,,,,
,0:23:23,94,0.1,571:26:00,,,,773.63,,,,,,,,,,,,,,,,,,
,0:23:24,95,0.1,528:10:00,,,,773.84,,,,,,,,,,,,,,,,,,
,0:23:25,97,0.1,440:12:00,,,,774.07,,,,,,,,,,,,,,,,,,
,0:23:26,98,0.1,424:20:00,,,,774.13,,,,,,,,,,,,,,,,,,
,0:23:27,99,0.1,538:36:00,,,,774.34,,,,,,,,,,,,,,,,,,
,0:23:28,99,0.1,546:27:00,,,,774.72,,,,,,,,,,,,,,,,,,
,0:23:29,104,0.1,567:39:00,,,,775.02,,,,,,,,,,,,,,,,,,
,0:23:30,107,0.1,0:00,,,,775.03,,,,,,,,,,,,,,,,,,
,0:23:31,109,0.1,591:43:00,,,,775.41,,,,,,,,,,,,,,,,,,
,0:23:32,109,0.1,0:00,,,,775.44,,,,,,,,,,,,,,,,,,
,0:23:33,109,0.1,0:00,,,,775.64,,,,,,,,,,,,,,,,,,
,0:23:34,109,0.1,553:30:00,,,,775.99,,,,,,,,,,,,,,,,,,
,0:23:35,109,0.1,0:00,,,,776.47,,,,,,,,,,,,,,,,,,
,0:23:36,110,0.2,360:35:00,,,,776.72,,,,,,,,,,,,,,,,,,
,0:23:37,111,0.2,385:51:00,,,,777.16,,,,,,,,,,,,,,,,,,
,0:23:38,113,0.2,339:45:00,,,,777.73,,,,,,,,,,,,,,,,,,
,0:23:39,114,0.2,332:14:00,,,,777.88,,,,,,,,,,,,,,,,,,
,0:23:40,115,0.2,342:40:00,,,,778.31,,,,,,,,,,,,,,,,,,
,0:23:41,115,0.2,247:44:00,,,,778.67,,,,,,,,,,,,,,,,,,
,0:23:42,116,0.3,211:47:00,,,,779.37,,,,,,,,,,,,,,,,,,
,0:23:43,118,0.3,227:22:00,,,,779.52,,,,,,,,,,,,,,,,,,
,0:23:44,120,0.2,266:54:00,,,,779.72,,,,,,,,,,,,,,,,,,
,0:23:45,123,0.1,400:16:00,,,,780.07,,,,,,,,,,,,,,,,,,
,0:23:46,125,0.1,0:00,,,,780.07,,,,,,,,,,,,,,,,,,
,0:23:47,129,0.1,0:00,,,,780.07,,,,,,,,,,,,,,,,,,
,0:23:48,130,0,0:00,,,,780.07,,,,,,,,,,,,,,,,,,
,0:23:49,131,0,0:00,,,,780.07,,,,,,,,,,,,,,,,,,
,0:23:50,132,0,0:00,,,,780.07,,,,,,,,,,,,,,,,,,
,0:23:51,133,0,0:00,,,,780.07,,,,,,,,,,,,,,,,,,
,0:23:52,133,0,0:00,,,,780.07,,,,,,,,,,,,,,,,,,
,0:23:53,132,0,0:00,,,,780.81,,,,,,,,,,,,,,,,,,
,0:23:54,132,0.1,0:00,,,,780.94,,,,,,,,,,,,,,,,,,
,0:23:55,126,0.1,502:31:00,,,,781,,,,,,,,,,,,,,,,,,
,0:23:56,123,0.2,397:21:00,,,,781.19,,,,,,,,,,,,,,,,,,
,0:23:57,122,0.2,307:23:00,,,,781.26,,,,,,,,,,,,,,,,,,
,0:23:58,123,0.2,258:04:00,,,,781.33,,,,,,,,,,,,,,,,,,
,0:23:59,123,0.3,239:43:00,,,,781.44,,,,,,,,,,,,,,,,,,
,0:24:00,125,0.3,210:36:00,,,,781.58,,,,,,,,,,,,,,,,,,
,0:24:01,127,0.3,186:48:00,,,,781.71,,,,,,,,,,,,,,,,,,
,0:24:02,128,0.2,280:15:00,,,,781.93,,,,,,,,,,,,,,,,,,
